event_id,time_utc,latitude,longitude,depth_km,magnitude,magnitude_type,distance_from_reference_km,author,catalog,contributor,contributor_id,magnitude_author,location_name,source
41718072,2025-02-17T00:03:51.390Z,40.824167,14.149000,1.100000,1.000000,Md,1.101404,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41718452,2025-02-17T00:39:03.279Z,40.829667,14.142833,2.200000,2.300000,Md,0.301028,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41718872,2025-02-17T00:59:46.670Z,40.828500,14.147833,1.500000,1.200000,Md,0.723681,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41718922,2025-02-17T01:04:26.390Z,40.828167,14.136000,2.700000,1.600000,Md,0.512080,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41719142,2025-02-17T01:23:43.690Z,40.820333,14.143333,1.000000,1.300000,Md,1.269390,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41719352,2025-02-17T01:48:25.599Z,40.820000,14.145667,0.200000,1.000000,Md,1.358965,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41719372,2025-02-17T01:48:32.549Z,40.819000,14.147167,0.300000,1.100000,Md,1.508503,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41719572,2025-02-17T02:14:37.049Z,40.826000,14.147833,1.700000,2.000000,Md,0.886832,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41720042,2025-02-17T02:53:50.930Z,40.808333,14.120333,3.900000,1.300000,Md,3.070982,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
42063431,2025-02-17T03:20:59.160Z,40.824333,14.127833,2.600000,1.600000,Md,1.310663,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41720302,2025-02-17T03:25:30.940Z,40.826333,14.121500,2.300000,1.000000,Md,1.674991,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41720882,2025-02-17T04:04:21.400Z,40.820333,14.144833,0.300000,2.400000,Md,1.301469,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41721042,2025-02-17T04:18:41.150Z,40.821667,14.138000,1.100000,1.700000,Md,1.108940,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41721112,2025-02-17T04:19:34.190Z,40.821667,14.137000,0.900000,1.200000,Md,1.126045,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41721402,2025-02-17T05:02:28.019Z,40.807500,14.102167,3.900000,1.300000,Md,4.167105,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41722262,2025-02-17T06:45:26.359Z,40.829833,14.137000,2.300000,1.300000,Md,0.326872,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41722362,2025-02-17T06:47:06.339Z,40.829167,14.143667,1.800000,1.000000,Md,0.390366,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41722632,2025-02-17T07:12:10.529Z,40.831500,14.137667,2.500000,3.200000,Md,0.213112,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41722942,2025-02-17T07:12:29.650Z,40.827333,14.140167,1.700000,1.200000,Md,0.463358,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41722712,2025-02-17T07:14:11.559Z,40.828000,14.139167,2.200000,2.800000,Md,0.398769,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41723002,2025-02-17T07:14:20.079Z,40.827167,14.140833,0.900000,1.500000,Md,0.484743,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
42063451,2025-02-17T07:23:47.589Z,40.830333,14.140167,2.300000,1.300000,Md,0.129794,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41723012,2025-02-17T07:42:02.819Z,40.837500,14.111167,2.900000,1.500000,Md,2.532035,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41723132,2025-02-17T07:45:15.420Z,40.831500,14.134000,2.700000,1.400000,Md,0.521632,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41723942,2025-02-17T08:39:38.140Z,40.822167,14.136000,0.700000,2.200000,Md,1.096302,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41724172,2025-02-17T09:01:55.559Z,40.820333,14.147000,1.200000,1.600000,Md,1.367196,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41724352,2025-02-17T09:21:28.490Z,40.822833,14.137000,0.700000,1.100000,Md,1.000632,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41724702,2025-02-17T10:11:24.480Z,40.835833,14.111833,2.200000,1.300000,Md,2.434705,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41725762,2025-02-17T11:26:22.680Z,40.832000,14.126333,2.800000,2.200000,Md,1.168008,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41726302,2025-02-17T11:26:32.029Z,40.831500,14.126000,2.700000,2.800000,Md,1.194705,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41725922,2025-02-17T11:30:45.819Z,40.836333,14.129667,2.600000,1.300000,Md,1.036374,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41726032,2025-02-17T11:33:06.619Z,40.837333,14.109000,3.000000,2.200000,Md,2.703817,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41726162,2025-02-17T11:40:50.019Z,40.831500,14.129500,2.700000,1.000000,Md,0.900236,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41726352,2025-02-17T11:47:04.450Z,40.830500,14.133500,2.500000,1.700000,Md,0.574566,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41726452,2025-02-17T11:50:23.599Z,40.830000,14.108500,2.800000,1.200000,Md,2.672294,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41726542,2025-02-17T11:52:31.029Z,40.836000,14.130000,2.300000,1.000000,Md,0.993369,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41726642,2025-02-17T11:54:09.750Z,40.830167,14.128667,1.700000,1.200000,Md,0.981585,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41726662,2025-02-17T11:55:17.339Z,40.834500,14.128000,2.800000,1.500000,Md,1.079261,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41727002,2025-02-17T12:03:36.990Z,40.827667,14.128833,2.600000,1.000000,Md,1.047053,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41727212,2025-02-17T12:18:22.170Z,40.829167,14.135667,2.700000,1.300000,Md,0.461252,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41727492,2025-02-17T12:43:11.009Z,40.828833,14.106000,2.500000,1.700000,Md,2.892688,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41727572,2025-02-17T12:51:30.069Z,40.828667,14.128167,2.800000,1.200000,Md,1.060285,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41727682,2025-02-17T12:56:48.599Z,40.829500,14.128333,3.200000,1.100000,Md,1.022903,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41728862,2025-02-17T15:42:18.029Z,40.831167,14.126000,3.100000,1.600000,Md,1.195282,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41728952,2025-02-17T15:48:51.180Z,40.830333,14.130167,2.100000,1.000000,Md,0.854041,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41729412,2025-02-17T16:53:05.119Z,40.826000,14.142000,2.200000,1.200000,Md,0.630046,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41729442,2025-02-17T16:53:24.990Z,40.828167,14.143167,1.800000,2.800000,Md,0.446845,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41729482,2025-02-17T16:56:10.460Z,40.826000,14.137833,1.700000,1.100000,Md,0.643182,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41729852,2025-02-17T17:14:31.319Z,40.830000,14.146167,2.300000,1.100000,Md,0.529016,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41729702,2025-02-17T17:15:54.200Z,40.829167,14.148000,2.500000,2.600000,Md,0.705672,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41729982,2025-02-17T17:22:59.349Z,40.828833,14.145167,1.500000,1.100000,Md,0.512434,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41730162,2025-02-17T17:41:40.299Z,40.826000,14.142167,2.200000,1.700000,Md,0.633570,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41730462,2025-02-17T17:53:21.190Z,40.830500,14.146167,1.700000,1.000000,Md,0.514199,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41730562,2025-02-17T17:55:34.960Z,40.827167,14.143833,1.900000,2.600000,Md,0.570590,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41730952,2025-02-17T17:56:12.869Z,40.826833,14.143167,1.700000,1.000000,Md,0.575868,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41730802,2025-02-17T17:59:49.940Z,40.829167,14.145333,2.300000,1.200000,Md,0.503794,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41731102,2025-02-17T18:03:55.299Z,40.826833,14.146500,1.600000,1.700000,Md,0.741805,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41934482,2025-02-17T18:32:58.609Z,40.826333,14.144500,1.600000,1.200000,Md,0.678966,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41975862,2025-02-17T18:46:43.890Z,40.827167,14.146167,1.500000,1.200000,Md,0.695836,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41731762,2025-02-17T18:47:10.200Z,40.826333,14.143500,1.300000,1.200000,Md,0.638117,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41733552,2025-02-17T20:24:32.420Z,40.829333,14.145833,1.800000,1.700000,Md,0.531673,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41733262,2025-02-17T20:28:47.450Z,40.831333,14.147833,1.600000,1.100000,Md,0.642465,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41733902,2025-02-17T21:15:36.349Z,40.831333,14.145500,1.700000,1.400000,Md,0.446298,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41733942,2025-02-17T21:20:20.819Z,40.831333,14.147833,1.800000,1.400000,Md,0.642465,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41734152,2025-02-17T21:32:09.960Z,40.831333,14.146167,1.700000,1.300000,Md,0.502373,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41734292,2025-02-17T21:42:45.519Z,40.829833,14.151667,2.200000,1.000000,Md,0.982424,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41734672,2025-02-17T22:23:40.309Z,40.830000,14.143333,1.900000,1.800000,Md,0.311933,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41734712,2025-02-17T22:24:20.690Z,40.828833,14.143667,1.500000,1.300000,Md,0.415974,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41735032,2025-02-17T22:56:42.329Z,40.827167,14.143833,1.600000,1.800000,Md,0.570590,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41735182,2025-02-17T23:09:13.960Z,40.828500,14.142333,1.500000,1.100000,Md,0.378795,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41735232,2025-02-17T23:19:04.779Z,40.829500,14.144500,1.600000,1.700000,Md,0.424669,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41735382,2025-02-17T23:29:36.950Z,40.827833,14.142000,1.500000,1.100000,Md,0.434969,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41735542,2025-02-17T23:48:32.299Z,40.828667,14.143000,1.500000,1.000000,Md,0.393361,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41735612,2025-02-17T23:51:22.950Z,40.827833,14.142167,1.600000,1.600000,Md,0.440058,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41735722,2025-02-17T23:52:42.890Z,40.829167,14.145167,1.900000,1.700000,Md,0.491874,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41735822,2025-02-18T00:06:36.960Z,40.829000,14.146000,2.200000,2.400000,Md,0.561613,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41735882,2025-02-18T00:08:08.700Z,40.829000,14.144333,1.400000,1.000000,Md,0.445191,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41736042,2025-02-18T00:28:48.079Z,40.827833,14.142167,2.300000,2.000000,Md,0.440058,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41685371,2025-02-18T01:03:49.640Z,40.808833,14.110167,3.800000,1.200000,Md,3.569261,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41736562,2025-02-18T01:13:28.230Z,40.829333,14.142667,2.000000,1.200000,Md,0.318031,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41736612,2025-02-18T01:19:30.599Z,40.829333,14.143500,1.600000,1.500000,Md,0.367627,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41736672,2025-02-18T01:20:53.130Z,40.823167,14.131833,2.200000,1.000000,Md,1.163690,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41736892,2025-02-18T01:40:46.609Z,40.827333,14.144167,2.000000,1.700000,Md,0.571048,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41687561,2025-02-18T01:44:03.980Z,40.828500,14.144500,1.900000,1.600000,Md,0.492105,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41737202,2025-02-18T02:04:08.730Z,40.827500,14.140167,1.300000,1.100000,Md,0.444789,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41737312,2025-02-18T02:22:11.059Z,40.827667,14.145167,1.300000,1.500000,Md,0.596910,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41737592,2025-02-18T02:22:19.809Z,40.831333,14.142333,2.200000,3.100000,Md,0.180417,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41737822,2025-02-18T02:22:37.079Z,40.827333,14.142000,1.500000,2.300000,Md,0.487472,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41737402,2025-02-18T02:26:02.279Z,40.829667,14.143333,1.900000,1.000000,Md,0.333205,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
42063511,2025-02-18T03:21:35.890Z,40.831333,14.147833,1.900000,1.600000,Md,0.642465,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41739082,2025-02-18T05:02:13.180Z,40.831333,14.148333,1.900000,1.300000,Md,0.684516,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41739462,2025-02-18T05:26:41.180Z,40.830000,14.151667,1.800000,1.000000,Md,0.979089,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41739772,2025-02-18T06:25:46.359Z,40.827500,14.140833,1.300000,1.300000,Md,0.447958,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41739952,2025-02-18T06:31:40.640Z,40.827500,14.141667,1.600000,1.600000,Md,0.461589,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41740122,2025-02-18T06:36:06.430Z,40.826667,14.144833,1.700000,1.000000,Md,0.663894,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41740282,2025-02-18T07:02:59.380Z,40.828667,14.141333,1.400000,1.200000,Md,0.329123,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41740722,2025-02-18T07:47:56.829Z,40.828333,14.142833,1.300000,1.000000,Md,0.416039,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41740872,2025-02-18T08:01:26.259Z,40.827667,14.144000,1.400000,1.200000,Md,0.532800,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41741102,2025-02-18T08:06:59.690Z,40.824667,14.141167,1.000000,1.000000,Md,0.764140,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41741702,2025-02-18T09:28:57.339Z,40.827500,14.144833,2.400000,2.300000,Md,0.591420,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41741942,2025-02-18T09:44:17.869Z,40.826500,14.143333,1.200000,1.000000,Md,0.615301,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41742122,2025-02-18T10:08:07.710Z,40.824000,14.138667,1.800000,1.200000,Md,0.843879,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41742272,2025-02-18T10:08:35.609Z,40.825833,14.144667,1.100000,1.000000,Md,0.733715,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41461991,2025-02-18T11:35:39.170Z,40.826000,14.144000,1.300000,1.100000,Md,0.690105,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41743842,2025-02-18T13:06:56.450Z,40.831333,14.145500,1.400000,1.000000,Md,0.446298,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41744632,2025-02-18T13:27:30.690Z,40.830500,14.146167,2.100000,1.100000,Md,0.514199,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41745142,2025-02-18T13:47:57.740Z,40.831333,14.147333,1.800000,1.000000,Md,0.600417,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41746272,2025-02-18T14:46:37.619Z,40.825000,14.139833,0.700000,1.000000,Md,0.723427,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41748762,2025-02-18T19:13:25.619Z,40.828000,14.142500,1.300000,1.200000,Md,0.434639,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41749222,2025-02-18T21:31:27.480Z,40.828333,14.142333,1.200000,1.100000,Md,0.395246,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41749832,2025-02-19T00:31:12.549Z,40.834500,14.148000,2.100000,3.100000,Md,0.736152,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41750192,2025-02-19T01:30:00.210Z,40.831333,14.146500,1.700000,1.000000,Md,0.530371,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41750212,2025-02-19T01:46:07.930Z,40.832333,14.147667,2.200000,1.600000,Md,0.635018,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41750262,2025-02-19T01:47:47.269Z,40.831333,14.144500,1.500000,1.000000,Md,0.362254,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41750822,2025-02-19T03:04:15.519Z,40.830000,14.146167,2.200000,3.000000,Md,0.529016,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41751222,2025-02-19T04:12:49.420Z,40.833000,14.151667,2.500000,1.600000,Md,0.979067,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41751452,2025-02-19T04:28:22.309Z,40.828667,14.147333,2.100000,1.000000,Md,0.677794,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41752022,2025-02-19T05:53:07.640Z,40.829833,14.147167,2.100000,1.000000,Md,0.614780,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41753372,2025-02-19T08:51:31.599Z,40.818333,14.142167,2.700000,1.200000,Md,1.473431,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41755672,2025-02-19T14:55:11.180Z,40.828167,14.145000,2.500000,3.200000,Md,0.548135,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41756082,2025-02-19T14:55:35.940Z,40.824833,14.139667,1.700000,3.100000,Md,0.742693,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41757542,2025-02-20T01:34:41.900Z,40.829500,14.145500,2.800000,2.300000,Md,0.498297,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41758822,2025-02-20T07:58:59.450Z,40.829000,14.145000,2.900000,1.100000,Md,0.490279,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41760372,2025-02-20T10:43:45.039Z,40.828167,14.141000,1.400000,1.000000,Md,0.376676,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41761402,2025-02-20T12:55:44.740Z,40.828167,14.143333,1.600000,1.000000,Md,0.454795,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41762032,2025-02-20T14:15:46.329Z,40.827000,14.141667,1.700000,1.500000,Md,0.515376,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41762532,2025-02-20T15:00:18.829Z,40.829333,14.142833,2.300000,1.200000,Md,0.327317,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
42063521,2025-02-20T19:14:31.410Z,40.827667,14.144667,1.800000,1.100000,Md,0.568252,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41481881,2025-02-21T07:01:27.619Z,40.826333,14.140667,1.900000,1.000000,Md,0.575887,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41482391,2025-02-21T07:53:39.480Z,40.828333,14.142833,2.200000,2.100000,Md,0.416039,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41769582,2025-02-21T17:13:31.039Z,40.828667,14.144000,2.300000,2.100000,Md,0.448836,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41769592,2025-02-21T17:13:56.960Z,40.829000,14.142667,2.000000,1.900000,Md,0.346929,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41769612,2025-02-21T17:14:33.920Z,40.828000,14.148500,2.200000,1.100000,Md,0.799457,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41769982,2025-02-21T17:15:05.140Z,40.830833,14.144667,1.900000,1.100000,Md,0.383077,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41769622,2025-02-21T17:15:34.890Z,40.830667,14.145833,1.900000,2.100000,Md,0.482897,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41769802,2025-02-21T17:32:38.619Z,40.830333,14.146167,2.300000,1.700000,Md,0.518533,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41770022,2025-02-21T18:26:34.549Z,40.828333,14.142000,1.800000,1.300000,Md,0.383339,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41770782,2025-02-21T23:23:27.059Z,40.826333,14.141500,1.500000,1.000000,Md,0.584864,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41777022,2025-02-22T22:05:07.589Z,40.835833,14.084333,2.700000,1.000000,Md,4.724800,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41789312,2025-02-24T23:58:54.730Z,40.837167,14.092000,2.100000,1.200000,Md,4.103762,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41816522,2025-03-01T00:53:08.579Z,40.836333,14.124667,2.600000,2.200000,Md,1.412994,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41816542,2025-03-01T00:53:31.700Z,40.836333,14.129667,2.400000,1.200000,Md,1.036374,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41828602,2025-03-02T20:27:18.079Z,40.825167,14.140500,0.200000,1.000000,Md,0.704651,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41828682,2025-03-02T20:57:42.369Z,40.811333,14.107333,3.500000,1.300000,Md,3.560554,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41830092,2025-03-03T06:54:21.420Z,40.809833,14.139333,2.700000,1.300000,Md,2.410368,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41831232,2025-03-03T09:06:24.690Z,40.820000,14.135833,0.300000,1.000000,Md,1.330489,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41853172,2025-03-06T07:26:08.380Z,40.834500,14.084500,2.700000,1.800000,Md,4.698025,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41856812,2025-03-06T14:21:55.039Z,40.838167,14.117167,2.500000,1.100000,Md,2.074732,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
41858852,2025-03-06T20:46:08.569Z,40.817667,14.142333,2.900000,1.100000,Md,1.548597,BULLETIN-OV,,,,--,Campi Flegrei,INGV_FDSN_EVENT_SERVICE
