experiment_id,window_id,relation_id,source_id,target_id,estimator_id,direction,estimability,strength,absolute_strength,sign,sample_count,p_value,non_estimable_reason,valid_block_count,minimum_valid_blocks_met,estimable_block_fraction,sign_preservation_fraction,strength_preservation_fraction,persistence,median_block_strength,median_block_absolute_strength,loo_estimable_count,loo_sign_preservation_fraction,loo_median_absolute_strength_change,leave_one_block_out_robust,bootstrap_estimable_count,bootstrap_estimable_fraction,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_ci_width,bootstrap_interval_crosses_zero,bootstrap_interval_supports_full_sign,bootstrap_sign_support_fraction,missingness_estimable_count,missingness_estimable_fraction,missingness_sign_preservation_fraction,missingness_median_absolute_strength_change,missingness_stress_robust,classification_status,classification_reason,eligible_condition_count_met,eligible_condition_count_total,candidate_condition_count_met,candidate_condition_count_total,failed_eligible_conditions,failed_candidate_conditions,condition_estimable_on_full_baseline,condition_eligible_strength,condition_candidate_strength,condition_minimum_valid_blocks_met,condition_eligible_estimable_block_fraction,condition_eligible_sign_preservation,condition_eligible_persistence,condition_candidate_persistence,condition_eligible_ci_width,condition_candidate_ci_width,condition_eligible_interval_sign_support,condition_leave_one_block_out_robust,condition_missingness_stress_robust
CGIE3_ID_02,30d,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,spearman,undirected,estimable,0.7035004302,0.7035004302,1,8671,0,,12,True,1,0.6666666667,0.8333333333,0.6666666667,0.6392965701,0.6659248307,12,1,0.01111828943,True,500,1,0.6492004178,0.7549567287,0.1057563109,False,True,1,100,1,1,0.001660914337,True,candidate,candidate_conditions_met,8,10,4,4,eligible_sign_preservation|eligible_persistence,,True,True,True,True,True,False,False,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,interevent_time_mad_hours,log10_cumulative_energy_joule,spearman,undirected,estimable,-0.3524839608,0.3524839608,-1,8707,4.027675094e-253,,12,True,1,0.6666666667,0.9166666667,0.6666666667,-0.4512043662,0.5685259562,12,1,0.0213722982,True,500,1,-0.4615569917,-0.2406474081,0.2209095836,False,True,1,100,1,1,0.002777408574,True,candidate,candidate_conditions_met,8,10,4,4,eligible_sign_preservation|eligible_persistence,,True,True,True,True,True,False,False,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::interevent_time_mad_hours--maximum_magnitude,interevent_time_mad_hours,maximum_magnitude,spearman,undirected,estimable,-0.2739458103,0.2739458103,-1,8707,1.07405247e-149,,12,True,1,0.8333333333,0.9166666667,0.75,-0.5158166315,0.557607769,12,1,0.02240926084,True,500,1,-0.3892055212,-0.1720122801,0.2171932411,False,True,1,100,1,1,0.00259251315,True,candidate,candidate_conditions_met,9,10,4,4,eligible_strength,,True,False,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::interevent_time_mad_hours--median_depth_km,interevent_time_mad_hours,median_depth_km,spearman,undirected,estimable,0.5475655167,0.5475655167,1,8707,0,,12,True,1,0.5833333333,0.9166666667,0.5,0.2522492251,0.439173597,12,1,0.03667985598,True,500,1,0.4747518984,0.6122087228,0.1374568244,False,True,1,100,1,1,0.001793700474,True,candidate,candidate_conditions_met,8,10,4,4,eligible_sign_preservation|eligible_persistence,,True,True,True,True,True,False,False,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::interevent_time_mad_hours--median_interevent_time_hours,interevent_time_mad_hours,median_interevent_time_hours,spearman,undirected,estimable,0.9768087719,0.9768087719,1,8707,0,,12,True,1,1,1,1,0.9784149311,0.9784149311,12,1,0.002000468491,True,500,1,0.942036024,0.9989163749,0.0568803509,False,True,1,100,1,1,0.000941867144,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::interevent_time_mad_hours--spatial_dispersion_km,interevent_time_mad_hours,spatial_dispersion_km,spearman,undirected,estimable,0.6003236393,0.6003236393,1,8707,0,,12,True,1,0.9166666667,0.8333333333,0.75,0.3869179435,0.4452382458,12,1,0.03599883516,True,500,1,0.5200714766,0.6739887925,0.1539173159,False,True,1,100,1,1,0.001868022579,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::interevent_time_mad_hours--temporal_burstiness,interevent_time_mad_hours,temporal_burstiness,spearman,undirected,estimable,-0.8709167861,0.8709167861,-1,8671,0,,12,True,1,0.9166666667,0.9166666667,0.9166666667,-0.7955258718,0.7955258718,12,1,0.005761509214,True,500,1,-0.8929875351,-0.843592804,0.04939473118,False,True,1,100,1,1,0.0005656106135,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::log10_cumulative_energy_joule--maximum_magnitude,log10_cumulative_energy_joule,maximum_magnitude,spearman,undirected,estimable,0.9721793308,0.9721793308,1,8719,0,,12,True,1,1,0.9166666667,0.9166666667,0.8806806818,0.8806806818,12,1,0.003187226539,True,500,1,0.962514535,0.977199889,0.014685354,False,True,1,100,1,1,0.0001523280396,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::log10_cumulative_energy_joule--median_depth_km,log10_cumulative_energy_joule,median_depth_km,spearman,undirected,estimable,-0.02590116676,0.02590116676,-1,8719,0.01558055155,,12,True,1,0.1666666667,0.75,0.1666666667,0.2988828186,0.3408224091,12,0.5,0.03741386343,False,500,1,-0.1279328093,0.077692678,0.2056254873,True,False,0.646,100,1,1,0.002634089062,True,rejected,eligible_and_candidate_conditions_not_met,5,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support|leave_one_block_out_robust,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,False,True
CGIE3_ID_02,30d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,spearman,undirected,estimable,-0.3744843013,0.3744843013,-1,8707,5.47695398e-288,,12,True,1,0.75,0.8333333333,0.5833333333,-0.5270783913,0.6552926065,12,1,0.02014357007,True,500,1,-0.4758284986,-0.2765592463,0.1992692523,False,True,1,100,1,1,0.002646909325,True,candidate,candidate_conditions_met,9,10,4,4,eligible_persistence,,True,True,True,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::log10_cumulative_energy_joule--spatial_dispersion_km,log10_cumulative_energy_joule,spatial_dispersion_km,spearman,undirected,estimable,0.01126630962,0.01126630962,1,8707,0.2931867187,,12,True,1,0.5,0.75,0.4166666667,0.02136715131,0.5529384248,12,0.8333333333,0.03311318291,True,500,1,-0.1464264147,0.1407968836,0.2872232983,True,False,0.54,100,1,1,0.003431208276,True,rejected,eligible_and_candidate_conditions_not_met,6,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,True,True
CGIE3_ID_02,30d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,spearman,undirected,estimable,0.4489356734,0.4489356734,1,8671,0,,12,True,1,0.75,0.8333333333,0.6666666667,0.682976683,0.7055266347,12,1,0.03316864133,True,500,1,0.3675703384,0.52779116,0.1602208216,False,True,1,100,1,1,0.00185408216,True,candidate,candidate_conditions_met,9,10,4,4,eligible_persistence,,True,True,True,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::maximum_magnitude--median_depth_km,maximum_magnitude,median_depth_km,spearman,undirected,estimable,0.01251189597,0.01251189597,1,8719,0.2427326212,,12,True,1,0.75,0.9166666667,0.75,0.3053059247,0.3992987781,12,0.75,0.0259209766,True,500,1,-0.09595809263,0.1225824922,0.2185405848,True,False,0.608,100,1,1,0.002815525112,True,rejected,eligible_and_candidate_conditions_not_met,8,10,3,4,eligible_strength|eligible_interval_sign_support,candidate_strength,True,False,False,True,True,True,True,True,True,True,False,True,True
CGIE3_ID_02,30d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,spearman,undirected,estimable,-0.2956620938,0.2956620938,-1,8707,3.53310127e-175,,12,True,1,0.8333333333,0.9166666667,0.75,-0.5034929382,0.6222434306,12,1,0.01971028919,True,500,1,-0.3986317505,-0.1793591234,0.2192726271,False,True,1,100,1,1,0.002428126651,True,candidate,candidate_conditions_met,9,10,4,4,eligible_strength,,True,False,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::maximum_magnitude--spatial_dispersion_km,maximum_magnitude,spatial_dispersion_km,spearman,undirected,estimable,0.05434841402,0.05434841402,1,8707,3.888354904e-07,,12,True,1,0.4166666667,0.6666666667,0.3333333333,-0.127490348,0.6870158303,12,0.8333333333,0.04271559426,True,500,1,-0.05629454461,0.1629942199,0.2192887645,True,False,0.836,100,1,1,0.003181707721,True,rejected,eligible_and_candidate_conditions_not_met,6,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,True,True
CGIE3_ID_02,30d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,spearman,undirected,estimable,0.3919860475,0.3919860475,1,8671,0,,12,True,1,0.9166666667,0.9166666667,0.8333333333,0.6719468938,0.7904603343,12,1,0.02377759692,True,500,1,0.2922270862,0.4947791797,0.2025520935,False,True,1,100,1,1,0.002636518014,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,spearman,undirected,estimable,0.5453375348,0.5453375348,1,8707,0,,12,True,1,0.5833333333,0.9166666667,0.5,0.2175027258,0.3937462362,12,1,0.03701063802,True,500,1,0.4667211583,0.6177515733,0.151030415,False,True,1,100,1,1,0.001954098991,True,candidate,candidate_conditions_met,8,10,4,4,eligible_sign_preservation|eligible_persistence,,True,True,True,True,True,False,False,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,spearman,undirected,estimable,0.7668159829,0.7668159829,1,8707,0,,12,True,1,0.9166666667,0.8333333333,0.8333333333,0.4268110056,0.4268110056,12,1,0.0187745797,True,500,1,0.7257431456,0.8052807094,0.07953756379,False,True,1,100,1,1,0.001011466427,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::median_depth_km--temporal_burstiness,median_depth_km,temporal_burstiness,spearman,undirected,estimable,-0.4632665345,0.4632665345,-1,8671,0,,12,True,1,0.4166666667,0.8333333333,0.4166666667,0.1262261297,0.4869359644,12,1,0.04202522473,True,500,1,-0.5377534244,-0.3798805055,0.1578729188,False,True,1,100,1,1,0.001836993859,True,rejected,eligible_and_candidate_conditions_not_met,8,10,3,4,eligible_sign_preservation|eligible_persistence,candidate_persistence,True,True,True,True,True,False,False,False,True,True,True,True,True
CGIE3_ID_02,30d,spearman::median_interevent_time_hours--spatial_dispersion_km,median_interevent_time_hours,spatial_dispersion_km,spearman,undirected,estimable,0.6227898219,0.6227898219,1,8707,0,,12,True,1,0.9166666667,0.9166666667,0.8333333333,0.4481868026,0.4481868026,12,1,0.03717284145,True,500,1,0.5434007459,0.684659386,0.1412586401,False,True,1,100,1,1,0.001555536832,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,spearman,undirected,estimable,-0.8710282538,0.8710282538,-1,8671,0,,12,True,1,0.9166666667,0.8333333333,0.8333333333,-0.84280971,0.84280971,12,1,0.005904952064,True,500,1,-0.8921303778,-0.8439290059,0.04820137191,False,True,1,100,1,1,0.0005583136653,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,30d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,spearman,undirected,estimable,-0.4276225484,0.4276225484,-1,8671,0,,12,True,1,0.8333333333,0.75,0.5833333333,-0.2897413609,0.4762525838,12,1,0.03107756764,True,500,1,-0.5192396185,-0.3177370241,0.2015025944,False,True,1,100,1,1,0.001884442433,True,candidate,candidate_conditions_met,9,10,4,4,eligible_persistence,,True,True,True,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::depth_mad_km--event_count,depth_mad_km,event_count,spearman,undirected,estimable,0.1534963808,0.1534963808,1,7429,2.113218056e-40,,12,True,1,0.6666666667,0.6666666667,0.5833333333,0.2722697608,0.2722697608,12,1,0.01459337452,True,500,1,0.06644108815,0.2373631213,0.1709220331,False,True,0.998,100,1,1,0.002426009839,True,rejected,eligible_and_candidate_conditions_not_met,7,10,3,4,eligible_strength|eligible_sign_preservation|eligible_persistence,candidate_strength,True,False,False,True,True,False,False,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::depth_mad_km--interevent_time_mad_hours,depth_mad_km,interevent_time_mad_hours,spearman,undirected,estimable,0.1026379911,0.1026379911,1,7429,7.415263223e-19,,12,True,1,0.6666666667,0.3333333333,0.25,0.04461784587,0.09850227221,12,1,0.007088242986,True,500,1,0.0001195177593,0.2014540563,0.2013345385,False,True,0.974,100,1,1,0.002994397075,True,rejected,eligible_and_candidate_conditions_not_met,7,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,True,True,True
CGIE3_ID_02,3d,spearman::depth_mad_km--log10_cumulative_energy_joule,depth_mad_km,log10_cumulative_energy_joule,spearman,undirected,estimable,0.0007731058937,0.0007731058937,1,7429,0.9468809854,,12,True,1,0.5,0.5,0.25,0.002749457084,0.2050388035,12,0.5,0.01009208236,False,500,1,-0.1039818722,0.09157517661,0.1955570488,True,False,0.518,100,1,0.62,0.002487424039,False,rejected,eligible_and_candidate_conditions_not_met,4,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support|leave_one_block_out_robust|missingness_stress_robust,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,False,False
CGIE3_ID_02,3d,spearman::depth_mad_km--maximum_magnitude,depth_mad_km,maximum_magnitude,spearman,undirected,estimable,-0.01843539033,0.01843539033,-1,7429,0.1120955522,,12,True,1,0.5833333333,0.3333333333,0.1666666667,-0.03584030136,0.1613027136,12,0.8333333333,0.009914356214,True,500,1,-0.1123524904,0.09130128391,0.2036537743,True,False,0.64,100,1,1,0.002293579415,True,rejected,eligible_and_candidate_conditions_not_met,6,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,True,True
CGIE3_ID_02,3d,spearman::depth_mad_km--median_depth_km,depth_mad_km,median_depth_km,spearman,undirected,estimable,-0.2500408068,0.2500408068,-1,7429,2.804580985e-106,,12,True,1,0.9166666667,0.8333333333,0.75,-0.4067923992,0.4317208298,12,1,0.01285674186,True,500,1,-0.3415967142,-0.1521162523,0.1894804619,False,True,1,100,1,1,0.003113019275,True,candidate,candidate_conditions_met,9,10,4,4,eligible_strength,,True,False,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::depth_mad_km--median_interevent_time_hours,depth_mad_km,median_interevent_time_hours,spearman,undirected,estimable,-0.03639816905,0.03639816905,-1,7429,0.001702617054,,12,True,1,0.6666666667,0.4166666667,0.25,-0.09013001615,0.1686886864,12,1,0.01282582253,True,500,1,-0.1291842984,0.06159516446,0.1907794629,True,False,0.752,100,1,1,0.003273778321,True,rejected,eligible_and_candidate_conditions_not_met,6,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,True,True
CGIE3_ID_02,3d,spearman::depth_mad_km--spatial_dispersion_km,depth_mad_km,spatial_dispersion_km,spearman,undirected,estimable,0.2108124784,0.2108124784,1,7429,2.118882915e-75,,12,True,1,0.8333333333,0.4166666667,0.4166666667,0.1297128752,0.1297128752,12,1,0.01083409046,True,500,1,0.1233420913,0.3035973957,0.1802553045,False,True,1,100,1,1,0.002534979801,True,rejected,eligible_and_candidate_conditions_not_met,8,10,3,4,eligible_strength|eligible_persistence,candidate_persistence,True,False,True,True,True,True,False,False,True,True,True,True,True
CGIE3_ID_02,3d,spearman::depth_mad_km--temporal_burstiness,depth_mad_km,temporal_burstiness,spearman,undirected,estimable,0.07812531798,0.07812531798,1,6411,3.7582911e-10,,12,True,1,0.75,0.4166666667,0.3333333333,0.1587431354,0.1777506019,12,1,0.01464120808,True,500,1,-0.01299017506,0.1869480186,0.1999381937,True,False,0.944,100,1,1,0.002837000102,True,rejected,eligible_and_candidate_conditions_not_met,7,10,2,4,eligible_strength|eligible_persistence|eligible_interval_sign_support,candidate_strength|candidate_persistence,True,False,False,True,True,True,False,False,True,True,False,True,True
CGIE3_ID_02,3d,spearman::event_count--interevent_time_mad_hours,event_count,interevent_time_mad_hours,spearman,undirected,estimable,0.007050976589,0.007050976589,1,7429,0.5434258857,,12,True,1,0.5833333333,0.5833333333,0.4166666667,0.02996211646,0.3245990785,12,0.6666666667,0.02366567512,False,500,1,-0.1024979496,0.1277275371,0.2302254868,True,False,0.556,100,1,0.91,0.003797091429,True,rejected,eligible_and_candidate_conditions_not_met,5,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support|leave_one_block_out_robust,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,False,True
CGIE3_ID_02,3d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,spearman,undirected,estimable,0.7643132483,0.7643132483,1,8366,0,,12,True,1,1,1,1,0.6904460753,0.6904460753,12,1,0.01109283471,True,500,1,0.7215718855,0.8048551457,0.08328326017,False,True,1,100,1,1,0.001004430503,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,spearman,undirected,estimable,0.6849611887,0.6849611887,1,8366,0,,12,True,1,1,0.9166666667,0.9166666667,0.503603429,0.503603429,12,1,0.01318974143,True,500,1,0.6227786137,0.728862865,0.1060842513,False,True,1,100,1,1,0.001018825843,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::event_count--median_depth_km,event_count,median_depth_km,spearman,undirected,estimable,-0.1424499456,0.1424499456,-1,8366,3.554833996e-39,,12,True,1,0.5,0.5,0.4166666667,-0.09272458653,0.2647383743,12,1,0.01943574219,True,500,1,-0.2268711721,-0.0526280114,0.1742431607,False,True,1,100,1,1,0.001780880506,True,rejected,eligible_and_candidate_conditions_not_met,7,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,True,True,True
CGIE3_ID_02,3d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,spearman,undirected,estimable,-0.6985971355,0.6985971355,-1,7429,0,,12,True,1,1,1,1,-0.5326226878,0.5326226878,12,1,0.01264591696,True,500,1,-0.7551368964,-0.6326594706,0.1224774259,False,True,1,100,1,1,0.001773138049,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::event_count--spatial_dispersion_km,event_count,spatial_dispersion_km,spearman,undirected,estimable,-0.07128881314,0.07128881314,-1,7429,7.685362685e-10,,12,True,1,0.5833333333,0.5,0.3333333333,-0.1262516364,0.193787112,12,1,0.01516268852,True,500,1,-0.1798330336,0.02670946801,0.2065425017,True,False,0.91,100,1,1,0.002887177043,True,rejected,eligible_and_candidate_conditions_not_met,6,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,True,True
CGIE3_ID_02,3d,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,spearman,undirected,estimable,0.726327815,0.726327815,1,6411,0,,12,True,1,1,0.8333333333,0.8333333333,0.6065232445,0.6065232445,12,1,0.01157889875,True,500,1,0.6748885249,0.7702702739,0.095381749,False,True,1,100,1,1,0.001293411403,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,interevent_time_mad_hours,log10_cumulative_energy_joule,spearman,undirected,estimable,-0.1412897583,0.1412897583,-1,7429,1.962639862e-34,,12,True,1,0.75,0.25,0.08333333333,-0.04814268009,0.1691534703,12,1,0.009123219741,True,500,1,-0.2363596554,-0.0496769064,0.186682749,False,True,0.998,100,1,1,0.002941114671,True,rejected,eligible_and_candidate_conditions_not_met,8,10,2,4,eligible_strength|eligible_persistence,candidate_strength|candidate_persistence,True,False,False,True,True,True,False,False,True,True,True,True,True
CGIE3_ID_02,3d,spearman::interevent_time_mad_hours--maximum_magnitude,interevent_time_mad_hours,maximum_magnitude,spearman,undirected,estimable,-0.1564713734,0.1564713734,-1,7429,6.207125979e-42,,12,True,1,0.75,0.25,0.08333333333,-0.1116353917,0.1489050774,12,1,0.006965877487,True,500,1,-0.2496059313,-0.05722004149,0.1923858898,False,True,1,100,1,1,0.0026751366,True,rejected,eligible_and_candidate_conditions_not_met,8,10,2,4,eligible_strength|eligible_persistence,candidate_strength|candidate_persistence,True,False,False,True,True,True,False,False,True,True,True,True,True
CGIE3_ID_02,3d,spearman::interevent_time_mad_hours--median_depth_km,interevent_time_mad_hours,median_depth_km,spearman,undirected,estimable,0.2309277449,0.2309277449,1,7429,1.658115957e-90,,12,True,1,0.6666666667,0.75,0.5,0.234068713,0.281941587,12,1,0.01625131362,True,500,1,0.1354797274,0.323799961,0.1883202336,False,True,1,100,1,1,0.00261760299,True,candidate,candidate_conditions_met,7,10,4,4,eligible_strength|eligible_sign_preservation|eligible_persistence,,True,False,True,True,True,False,False,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::interevent_time_mad_hours--median_interevent_time_hours,interevent_time_mad_hours,median_interevent_time_hours,spearman,undirected,estimable,0.3619797493,0.3619797493,1,7429,7.99718727e-229,,12,True,1,0.8333333333,0.75,0.6666666667,0.3683448897,0.3723138189,12,1,0.02046793072,True,500,1,0.2458626744,0.4660587374,0.220196063,False,True,1,100,1,1,0.003278384815,True,candidate,candidate_conditions_met,9,10,4,4,eligible_persistence,,True,True,True,True,True,True,False,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::interevent_time_mad_hours--spatial_dispersion_km,interevent_time_mad_hours,spatial_dispersion_km,spearman,undirected,estimable,0.3033568497,0.3033568497,1,7429,6.176068048e-158,,12,True,1,0.8333333333,0.4166666667,0.4166666667,0.1488145536,0.1606415914,12,1,0.0137010492,True,500,1,0.2121554602,0.3751249126,0.1629694523,False,True,1,100,1,1,0.002636655929,True,rejected,eligible_and_candidate_conditions_not_met,9,10,3,4,eligible_persistence,candidate_persistence,True,True,True,True,True,True,False,False,True,True,True,True,True
CGIE3_ID_02,3d,spearman::interevent_time_mad_hours--temporal_burstiness,interevent_time_mad_hours,temporal_burstiness,spearman,undirected,estimable,-0.6501812247,0.6501812247,-1,6411,0,,12,True,1,1,0.8333333333,0.8333333333,-0.5744337607,0.5744337607,12,1,0.01657950825,True,500,1,-0.7078310306,-0.5778292598,0.1300017708,False,True,1,100,1,1,0.002390177599,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::log10_cumulative_energy_joule--maximum_magnitude,log10_cumulative_energy_joule,maximum_magnitude,spearman,undirected,estimable,0.9857719933,0.9857719933,1,8366,0,,12,True,1,1,1,1,0.9714402842,0.9714402842,12,1,0.0005054182039,True,500,1,0.9812886268,0.9886382715,0.007349644725,False,True,1,100,1,1,9.325698057e-05,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::log10_cumulative_energy_joule--median_depth_km,log10_cumulative_energy_joule,median_depth_km,spearman,undirected,estimable,-0.0606399275,0.0606399275,-1,8366,2.844278816e-08,,12,True,1,0.6666666667,0.6666666667,0.4166666667,-0.08871817288,0.2685727043,12,1,0.01763668351,True,500,1,-0.1515914927,0.02947116409,0.1810626568,True,False,0.9,100,1,1,0.002691841468,True,rejected,eligible_and_candidate_conditions_not_met,6,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,True,True
CGIE3_ID_02,3d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,spearman,undirected,estimable,-0.6192985896,0.6192985896,-1,7429,0,,12,True,1,0.9166666667,0.8333333333,0.8333333333,-0.4785030543,0.4785030543,12,1,0.01189452373,True,500,1,-0.6726648731,-0.5458311902,0.1268336829,False,True,1,100,1,1,0.0021461573,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::log10_cumulative_energy_joule--spatial_dispersion_km,log10_cumulative_energy_joule,spatial_dispersion_km,spearman,undirected,estimable,-0.1375761816,0.1375761816,-1,7429,1.017475098e-32,,12,True,1,0.9166666667,0.4166666667,0.4166666667,-0.1569151767,0.1569151767,12,1,0.0113856645,True,500,1,-0.2219375983,-0.03767287156,0.1842647267,False,True,0.998,100,1,1,0.002494809836,True,rejected,eligible_and_candidate_conditions_not_met,8,10,2,4,eligible_strength|eligible_persistence,candidate_strength|candidate_persistence,True,False,False,True,True,True,False,False,True,True,True,True,True
CGIE3_ID_02,3d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,spearman,undirected,estimable,0.6035365782,0.6035365782,1,6411,0,,12,True,1,0.9166666667,1,0.9166666667,0.5262647719,0.5262647719,12,1,0.01431434033,True,500,1,0.5318170967,0.6675442514,0.1357271547,False,True,1,100,1,1,0.001629438674,True,eligible,all_frozen_eligible_conditions_met,10,10,4,4,,,True,True,True,True,True,True,True,True,True,True,True,True,True
CGIE3_ID_02,3d,spearman::maximum_magnitude--median_depth_km,maximum_magnitude,median_depth_km,spearman,undirected,estimable,-0.0456695123,0.0456695123,-1,8366,2.931074026e-05,,12,True,1,0.6666666667,0.6666666667,0.3333333333,-0.1332762187,0.2192500849,12,1,0.01392184095,True,500,1,-0.1351189688,0.05394994153,0.1890689103,True,False,0.82,100,1,1,0.00225665533,True,rejected,eligible_and_candidate_conditions_not_met,6,10,2,4,eligible_strength|eligible_sign_preservation|eligible_persistence|eligible_interval_sign_support,candidate_strength|candidate_persistence,True,False,False,True,True,False,False,False,True,True,False,True,True
