experiment_id,window_id,relation_id,source_id,target_id,id02_status,null_id,observed_strength,observed_absolute_strength,paired_observation_count,requested_repetitions,estimable_repetitions,null_admissible,non_admissible_reason,null_mean_absolute_strength,null_median_absolute_strength,null_q95_absolute_strength,empirical_p_value,id02_status_modified,corrected_p_value,passes_alpha_0_05,passes_alpha_0_10
CGIE3_ID_03,30d,spearman::log10_cumulative_energy_joule--maximum_magnitude,log10_cumulative_energy_joule,maximum_magnitude,eligible,within_window_value_permutation,0.9721793308,0.9721793308,8719,300,300,True,,0.00922010969,0.008059559699,0.02189118942,0.003322259136,False,0.003322259136,True,True
CGIE3_ID_03,30d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,candidate,circular_temporal_shift,-0.3744843013,0.3744843013,8707,300,300,True,,0.1558101052,0.1466595733,0.3118719195,0.02325581395,False,0.05073995772,False,True
CGIE3_ID_03,30d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,candidate,independent_block_permutation,-0.3744843013,0.3744843013,8707,300,300,True,,0.1581481843,0.1440005181,0.3694734589,0.04318936877,False,0.0609732265,False,True
CGIE3_ID_03,30d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,candidate,within_window_value_permutation,-0.3744843013,0.3744843013,8707,300,300,True,,0.00821092087,0.006369122588,0.0204325574,0.003322259136,False,0.003322259136,True,True
CGIE3_ID_03,30d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,candidate,circular_temporal_shift,0.4489356734,0.4489356734,8671,300,300,True,,0.1621817802,0.1152473845,0.459928785,0.06644518272,False,0.08393075713,False,True
CGIE3_ID_03,30d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,candidate,independent_block_permutation,0.4489356734,0.4489356734,8671,300,300,True,,0.1660658774,0.1393474939,0.3655331405,0.01661129568,False,0.03066700741,True,True
CGIE3_ID_03,30d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,candidate,within_window_value_permutation,0.4489356734,0.4489356734,8671,300,300,True,,0.008442745874,0.007561818896,0.01941412685,0.003322259136,False,0.003322259136,True,True
CGIE3_ID_03,30d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,candidate,circular_temporal_shift,-0.2956620938,0.2956620938,8707,300,300,True,,0.1478887742,0.1434298252,0.2953623271,0.04983388704,False,0.07475083056,False,True
CGIE3_ID_03,30d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,candidate,independent_block_permutation,-0.2956620938,0.2956620938,8707,300,300,True,,0.1728524009,0.1505138226,0.3782404366,0.1661129568,False,0.1812141347,False,False
CGIE3_ID_03,30d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,candidate,within_window_value_permutation,-0.2956620938,0.2956620938,8707,300,300,True,,0.0087933594,0.007363999575,0.02173718605,0.003322259136,False,0.003322259136,True,True
CGIE3_ID_03,30d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,eligible,circular_temporal_shift,0.3919860475,0.3919860475,8671,300,300,True,,0.1366638479,0.1142075283,0.4113306023,0.06312292359,False,0.08393075713,False,True
CGIE3_ID_03,30d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,eligible,independent_block_permutation,0.3919860475,0.3919860475,8671,300,300,True,,0.1584858273,0.1340918423,0.3609048155,0.04318936877,False,0.0609732265,False,True
CGIE3_ID_03,30d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,eligible,within_window_value_permutation,0.3919860475,0.3919860475,8671,300,300,True,,0.008654040495,0.007333906334,0.0208204366,0.003322259136,False,0.003322259136,True,True
CGIE3_ID_03,30d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,candidate,circular_temporal_shift,0.5453375348,0.5453375348,8707,300,300,True,,0.2115550611,0.1888912803,0.433166181,0.003322259136,False,0.007973421927,True,True
CGIE3_ID_03,30d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,candidate,independent_block_permutation,0.5453375348,0.5453375348,8707,300,300,True,,0.1677428984,0.1538611408,0.397136066,0.009966777409,False,0.01993355482,True,True
CGIE3_ID_03,30d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,candidate,within_window_value_permutation,0.5453375348,0.5453375348,8707,300,300,True,,0.008962019662,0.007874426589,0.02050789529,0.003322259136,False,0.003322259136,True,True
