experiment_id,window_id,relation_id,source_id,target_id,id02_status,observed_strength,observed_absolute_strength,primary_nulls_admissible_count,primary_nulls_passed_alpha_0_05,primary_nulls_passed_alpha_0_10,null_outcome,primary_null_margin,minimum_one_primary_null_exceeded,id02_status_modified,null_circular_temporal_shift_admissible,null_circular_temporal_shift_estimable_repetitions,null_circular_temporal_shift_median_absolute_strength,null_circular_temporal_shift_q95_absolute_strength,null_circular_temporal_shift_empirical_p_value,null_circular_temporal_shift_corrected_p_value,null_circular_temporal_shift_passes_0_05,null_independent_block_permutation_admissible,null_independent_block_permutation_estimable_repetitions,null_independent_block_permutation_median_absolute_strength,null_independent_block_permutation_q95_absolute_strength,null_independent_block_permutation_empirical_p_value,null_independent_block_permutation_corrected_p_value,null_independent_block_permutation_passes_0_05,null_within_window_value_permutation_admissible,null_within_window_value_permutation_estimable_repetitions,null_within_window_value_permutation_median_absolute_strength,null_within_window_value_permutation_q95_absolute_strength,null_within_window_value_permutation_empirical_p_value,null_within_window_value_permutation_corrected_p_value,null_within_window_value_permutation_passes_0_05
CGIE3_ID_03,30d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,eligible,-0.8710282538,0.8710282538,3,3,3,exceeds_null,0.7813153929,True,False,True,300,0.1231686296,0.3445944402,0.003322259136,0.007973421927,True,True,300,0.1386213405,0.4285805492,0.003322259136,0.007973421927,True,True,300,0.007348612506,0.01969675362,0.003322259136,0.003322259136,True
CGIE3_ID_03,30d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,candidate,-0.4276225484,0.4276225484,3,2,3,exceeds_null,0.3351808199,True,False,True,300,0.125899855,0.4278166435,0.05647840532,0.07973421927,False,True,300,0.1444394625,0.3834845776,0.02990033223,0.04784053156,True,True,300,0.006985867963,0.02300476508,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::depth_mad_km--median_depth_km,depth_mad_km,median_depth_km,candidate,-0.2500408068,0.2500408068,3,3,3,exceeds_null,0.217202587,True,False,True,300,0.043242642,0.1229592025,0.003322259136,0.003322259136,True,True,300,0.04738598235,0.1365719099,0.003322259136,0.003322259136,True,True,300,0.007886034837,0.02455607022,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,eligible,0.7643132483,0.7643132483,3,3,3,exceeds_null,0.7268425182,True,False,True,300,0.04948495833,0.1212023822,0.003322259136,0.003322259136,True,True,300,0.05575424805,0.1777739483,0.003322259136,0.003322259136,True,True,300,0.007172983904,0.02121317585,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,eligible,0.6849611887,0.6849611887,3,3,3,exceeds_null,0.6470731946,True,False,True,300,0.04886421262,0.1114881735,0.003322259136,0.003322259136,True,True,300,0.05705591195,0.1810731636,0.003322259136,0.003322259136,True,True,300,0.007743857545,0.02140752027,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,eligible,-0.6985971355,0.6985971355,3,3,3,exceeds_null,0.6613472648,True,False,True,300,0.0505985734,0.1064141692,0.003322259136,0.003322259136,True,True,300,0.05349555392,0.167123451,0.003322259136,0.003322259136,True,True,300,0.007655484921,0.02169749178,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,eligible,0.726327815,0.726327815,3,3,3,exceeds_null,0.6836816401,True,False,True,300,0.05502505926,0.181915466,0.003322259136,0.003322259136,True,True,300,0.06443476951,0.1824845068,0.003322259136,0.003322259136,True,True,300,0.008478695795,0.02293207269,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::interevent_time_mad_hours--median_depth_km,interevent_time_mad_hours,median_depth_km,candidate,0.2309277449,0.2309277449,3,3,3,exceeds_null,0.1986287708,True,False,True,300,0.04029180817,0.122577932,0.003322259136,0.003322259136,True,True,300,0.04837071252,0.1274926416,0.003322259136,0.003322259136,True,True,300,0.008234401595,0.02207196724,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::interevent_time_mad_hours--median_interevent_time_hours,interevent_time_mad_hours,median_interevent_time_hours,candidate,0.3619797493,0.3619797493,3,3,3,exceeds_null,0.3314647734,True,False,True,300,0.04102620337,0.1262792992,0.003322259136,0.003322259136,True,True,300,0.0435761012,0.1216807639,0.003322259136,0.003322259136,True,True,300,0.006942623157,0.0208853589,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::interevent_time_mad_hours--temporal_burstiness,interevent_time_mad_hours,temporal_burstiness,eligible,-0.6501812247,0.6501812247,3,3,3,exceeds_null,0.6084173985,True,False,True,300,0.058450043,0.1609304985,0.003322259136,0.003322259136,True,True,300,0.05883438446,0.1603755214,0.003322259136,0.003322259136,True,True,300,0.008007051082,0.02369297117,0.003322259136,0.003322259136,True
CGIE3_ID_03,3d,spearman::log10_cumulative_energy_joule--maximum_magnitude,log10_cumulative_energy_joule,maximum_magnitude,eligible,0.9857719933,0.9857719933,3,3,3,exceeds_null,0.9498294828,True,False,True,300,0.04311684198,0.116997634,0.003322259136,0.003322259136,True,True,300,0.05702356229,0.1631735051,0.003322259136,0.003322259136,True,True,300,0.007687127323,0.02184686555,0.003322259136,0.003322259136,True
