experiment_id,window_id,relation_id,source_id,target_id,id02_status,source_provenance_class,target_provenance_class,source_family,target_family,shared_source_variables,dependency_status,dependency_rule,directly_derived_flag,definitionally_constrained_flag,id02_status_modified
CGIE3_ID_03,7d,spearman::log10_cumulative_energy_joule--median_depth_km,log10_cumulative_energy_joule,median_depth_km,rejected,derived_physical_quantity,distribution_summary,magnitude_energy,depth,,independent_source,different_declared_source_families,False,False,False
CGIE3_ID_03,7d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,candidate,derived_physical_quantity,derived_temporal_quantity,magnitude_energy,event_timing,,independent_source,different_declared_source_families,False,False,False
CGIE3_ID_03,7d,spearman::log10_cumulative_energy_joule--spatial_dispersion_km,log10_cumulative_energy_joule,spatial_dispersion_km,rejected,derived_physical_quantity,derived_spatial_quantity,magnitude_energy,spatial_location,,independent_source,different_declared_source_families,False,False,False
CGIE3_ID_03,7d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,eligible,derived_physical_quantity,derived_temporal_quantity,magnitude_energy,event_timing,,independent_source,different_declared_source_families,False,False,False
CGIE3_ID_03,7d,spearman::maximum_magnitude--median_depth_km,maximum_magnitude,median_depth_km,rejected,distribution_summary,distribution_summary,magnitude,depth,,independent_source,different_declared_source_families,False,False,False
CGIE3_ID_03,7d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,candidate,distribution_summary,derived_temporal_quantity,magnitude,event_timing,,independent_source,different_declared_source_families,False,False,False
CGIE3_ID_03,7d,spearman::maximum_magnitude--spatial_dispersion_km,maximum_magnitude,spatial_dispersion_km,rejected,distribution_summary,derived_spatial_quantity,magnitude,spatial_location,,independent_source,different_declared_source_families,False,False,False
CGIE3_ID_03,7d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,eligible,distribution_summary,derived_temporal_quantity,magnitude,event_timing,,independent_source,different_declared_source_families,False,False,False
CGIE3_ID_03,7d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,rejected,distribution_summary,derived_temporal_quantity,depth,event_timing,,independent_source,different_declared_source_families,False,False,False
CGIE3_ID_03,7d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,eligible,distribution_summary,derived_spatial_quantity,depth,spatial_location,,independent_source,different_declared_source_families,False,False,False
CGIE3_ID_03,7d,spearman::median_depth_km--temporal_burstiness,median_depth_km,temporal_burstiness,rejected,distribution_summary,derived_temporal_quantity,depth,event_timing,,independent_source,different_declared_source_families,False,False,False
CGIE3_ID_03,7d,spearman::median_interevent_time_hours--spatial_dispersion_km,median_interevent_time_hours,spatial_dispersion_km,candidate,derived_temporal_quantity,derived_spatial_quantity,event_timing,spatial_location,,independent_source,different_declared_source_families,False,False,False
CGIE3_ID_03,7d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,eligible,derived_temporal_quantity,derived_temporal_quantity,event_timing,event_timing,ordered_event_timestamp,shared_temporal_source,same_temporal_source_family,False,True,False
CGIE3_ID_03,7d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,eligible,derived_spatial_quantity,derived_temporal_quantity,spatial_location,event_timing,,independent_source,different_declared_source_families,False,False,False
