experiment_id,window_id,relation_id,source_id,target_id,id02_status,sampling_scheme,stride_hours,sampled_row_count,paired_observation_count,estimability,non_estimable_reason,strength,absolute_strength,sign,bootstrap_estimable_count,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_ci_width,lag1_autocorrelation_source,lag1_autocorrelation_target,bootstrap_seed,id02_status_modified,nominal_spacing_hours,irregular_spacing_fraction
CGIE3_ID_03,30d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,eligible,rolling_full,1,8760,8671,estimable,,0.3919860475,0.3919860475,1,300,0.1862825695,0.5727718028,0.3864892333,0.9981598913,0.999343589,1364969051,False,1,0
CGIE3_ID_03,30d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,candidate,half_window_stride,360,25,24,estimable,,0.6161930522,0.6161930522,1,300,0.3040217013,0.7470947146,0.4430730133,0.3432299123,0.5056530679,1558223810,False,1,0
CGIE3_ID_03,30d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,candidate,non_overlapping,720,13,12,estimable,,0.5890881609,0.5890881609,1,300,0.1898942421,0.8948554221,0.70496118,,,3361093249,False,1,0
CGIE3_ID_03,30d,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,candidate,rolling_full,1,8760,8707,estimable,,0.5453375348,0.5453375348,1,300,0.3896715246,0.6596575771,0.2699860524,0.9989476926,0.9972811975,3175497879,False,1,0
CGIE3_ID_03,30d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,eligible,half_window_stride,360,25,24,estimable,,0.772986295,0.772986295,1,300,0.3641967472,0.9322190109,0.5680222637,0.3432299123,0.4653103965,1189878668,False,1,0
CGIE3_ID_03,30d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,eligible,non_overlapping,720,13,12,estimable,,0.7125497515,0.7125497515,1,300,0.364629853,0.9533920459,0.5887621928,,,970996487,False,1,0
CGIE3_ID_03,30d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,eligible,rolling_full,1,8760,8707,estimable,,0.7668159829,0.7668159829,1,300,0.6823285629,0.8253196644,0.1429911015,0.9989476926,0.9991111308,177172381,False,1,0
CGIE3_ID_03,30d,spearman::median_interevent_time_hours--spatial_dispersion_km,median_interevent_time_hours,spatial_dispersion_km,eligible,half_window_stride,360,25,24,estimable,,0.6382608696,0.6382608696,1,300,0.3102144289,0.8149768718,0.5047624429,0.5056530679,0.4653103965,3913732552,False,1,0
CGIE3_ID_03,30d,spearman::median_interevent_time_hours--spatial_dispersion_km,median_interevent_time_hours,spatial_dispersion_km,eligible,non_overlapping,720,13,12,estimable,,0.3986013986,0.3986013986,1,300,-0.06014106864,0.7438145897,0.8039556583,,,896605724,False,1,0
CGIE3_ID_03,30d,spearman::median_interevent_time_hours--spatial_dispersion_km,median_interevent_time_hours,spatial_dispersion_km,eligible,rolling_full,1,8760,8707,estimable,,0.6227898219,0.6227898219,1,300,0.4485525056,0.7454312417,0.2968787361,0.9972811975,0.9991111308,1369063286,False,1,0
CGIE3_ID_03,30d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,eligible,half_window_stride,360,25,24,estimable,,-0.8617391304,0.8617391304,-1,300,-0.9382655135,-0.7343626866,0.2039028269,0.5056530679,0.6079641407,2089938924,False,1,0
CGIE3_ID_03,30d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,eligible,non_overlapping,720,13,12,estimable,,-0.7342657343,0.7342657343,-1,300,-0.949479927,-0.4819148936,0.4675650334,,,1298198748,False,1,0
CGIE3_ID_03,30d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,eligible,rolling_full,1,8760,8671,estimable,,-0.8710282538,0.8710282538,-1,300,-0.901592368,-0.8092040723,0.09238829572,0.9972811975,0.999343589,1006122059,False,1,0
CGIE3_ID_03,30d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,candidate,half_window_stride,360,25,24,estimable,,-0.4956521739,0.4956521739,-1,300,-0.7548068982,-0.1523951519,0.6024117463,0.4653103965,0.6079641407,3198696873,False,1,0
CGIE3_ID_03,30d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,candidate,non_overlapping,720,13,12,estimable,,-0.1818181818,0.1818181818,-1,300,-0.5975227427,0.51912965,1.116652393,,,985599987,False,1,0
CGIE3_ID_03,30d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,candidate,rolling_full,1,8760,8671,estimable,,-0.4276225484,0.4276225484,-1,300,-0.597520427,-0.2247389058,0.3727815212,0.9991111308,0.999343589,2727435025,False,1,0
CGIE3_ID_03,3d,spearman::depth_mad_km--median_depth_km,depth_mad_km,median_depth_km,candidate,half_window_stride,36,244,203,estimable,,-0.216406489,0.216406489,-1,300,-0.3630910077,-0.06395948135,0.2991315263,0.1499677269,0.4530982453,2074145881,False,1,0
CGIE3_ID_03,3d,spearman::depth_mad_km--median_depth_km,depth_mad_km,median_depth_km,candidate,non_overlapping,72,122,104,estimable,,-0.2867477422,0.2867477422,-1,300,-0.4248503076,-0.1504916107,0.274358697,-0.0620694019,0.1622728811,2554055967,False,1,0
CGIE3_ID_03,3d,spearman::depth_mad_km--median_depth_km,depth_mad_km,median_depth_km,candidate,rolling_full,1,8760,7429,estimable,,-0.2500408068,0.2500408068,-1,300,-0.3737475242,-0.1193959578,0.2543515664,0.9620730149,0.9844995421,1285661383,False,1,0
CGIE3_ID_03,3d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,eligible,half_window_stride,36,244,235,estimable,,0.7834922957,0.7834922957,1,300,0.6842073561,0.8540427616,0.1698354055,0.7130238443,0.595950415,3633266529,False,1,0
CGIE3_ID_03,3d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,eligible,non_overlapping,72,122,120,estimable,,0.7853127631,0.7853127631,1,300,0.6814799725,0.855831022,0.1743510495,0.4304203569,0.2471061311,1425067482,False,1,0
CGIE3_ID_03,3d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,eligible,rolling_full,1,8760,8366,estimable,,0.7643132483,0.7643132483,1,300,0.6873605201,0.8231752227,0.1358147027,0.9984477651,0.9887866175,3163608224,False,1,0
CGIE3_ID_03,3d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,eligible,half_window_stride,36,244,235,estimable,,0.7113683819,0.7113683819,1,300,0.598628589,0.7839244292,0.1852958402,0.7130238443,0.5845756772,3008384319,False,1,0
CGIE3_ID_03,3d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,eligible,non_overlapping,72,122,120,estimable,,0.7220867388,0.7220867388,1,300,0.587320301,0.7949839249,0.2076636239,0.4304203569,0.2062929098,493593927,False,1,0
CGIE3_ID_03,3d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,eligible,rolling_full,1,8760,8366,estimable,,0.6849611887,0.6849611887,1,300,0.6005725188,0.747684462,0.1471119432,0.9984477651,0.98777766,2378359609,False,1,0
CGIE3_ID_03,3d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,eligible,half_window_stride,36,244,203,estimable,,-0.6986685712,0.6986685712,-1,300,-0.783672468,-0.6057144378,0.1779580302,0.7130238443,0.1893465134,1157748597,False,1,0
CGIE3_ID_03,3d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,eligible,non_overlapping,72,122,104,estimable,,-0.7016862184,0.7016862184,-1,300,-0.8118935862,-0.5434870065,0.2684065797,0.4304203569,0.001092652372,4246633761,False,1,0
CGIE3_ID_03,3d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,eligible,rolling_full,1,8760,7429,estimable,,-0.6985971355,0.6985971355,-1,300,-0.777688755,-0.5930639115,0.1846248434,0.9984477651,0.9583791977,4125617838,False,1,0
CGIE3_ID_03,3d,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,eligible,half_window_stride,36,244,176,estimable,,0.7399057576,0.7399057576,1,300,0.6654669045,0.7940037358,0.1285368314,0.7130238443,0.4338489475,419887621,False,1,0
CGIE3_ID_03,3d,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,eligible,non_overlapping,72,122,86,estimable,,0.74194066,0.74194066,1,300,0.6135276028,0.8299254557,0.2163978529,0.4304203569,0.162952833,3179712314,False,1,0
CGIE3_ID_03,3d,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,eligible,rolling_full,1,8760,6411,estimable,,0.726327815,0.726327815,1,300,0.6422514072,0.781726412,0.1394750048,0.9984477651,0.9656062031,4005608482,False,1,0
CGIE3_ID_03,3d,spearman::interevent_time_mad_hours--median_depth_km,interevent_time_mad_hours,median_depth_km,candidate,half_window_stride,36,244,203,estimable,,0.1855596792,0.1855596792,1,300,0.03001683225,0.3382718656,0.3082550334,0.2465050301,0.4530982453,1959444812,False,1,0
CGIE3_ID_03,3d,spearman::interevent_time_mad_hours--median_depth_km,interevent_time_mad_hours,median_depth_km,candidate,non_overlapping,72,122,104,estimable,,0.2007003382,0.2007003382,1,300,0.01712112198,0.3489765356,0.3318554136,0.1430160239,0.1622728811,1834897849,False,1,0
CGIE3_ID_03,3d,spearman::interevent_time_mad_hours--median_depth_km,interevent_time_mad_hours,median_depth_km,candidate,rolling_full,1,8760,7429,estimable,,0.2309277449,0.2309277449,1,300,0.1012870576,0.3408058182,0.2395187607,0.8973207033,0.9844995421,1143338495,False,1,0
CGIE3_ID_03,3d,spearman::interevent_time_mad_hours--median_interevent_time_hours,interevent_time_mad_hours,median_interevent_time_hours,candidate,half_window_stride,36,244,203,estimable,,0.3982381852,0.3982381852,1,300,0.184568494,0.6106934939,0.4261249998,0.2465050301,0.1893465134,659797790,False,1,0
CGIE3_ID_03,3d,spearman::interevent_time_mad_hours--median_interevent_time_hours,interevent_time_mad_hours,median_interevent_time_hours,candidate,non_overlapping,72,122,104,estimable,,0.3623053685,0.3623053685,1,300,0.1004399603,0.6245865545,0.5241465942,0.1430160239,0.001092652372,728836365,False,1,0
CGIE3_ID_03,3d,spearman::interevent_time_mad_hours--median_interevent_time_hours,interevent_time_mad_hours,median_interevent_time_hours,candidate,rolling_full,1,8760,7429,estimable,,0.3619797493,0.3619797493,1,300,0.2102500203,0.4978580204,0.2876080002,0.8973207033,0.9583791977,4105264917,False,1,0
CGIE3_ID_03,3d,spearman::interevent_time_mad_hours--temporal_burstiness,interevent_time_mad_hours,temporal_burstiness,eligible,half_window_stride,36,244,176,estimable,,-0.6660738096,0.6660738096,-1,300,-0.7612312358,-0.5410958381,0.2201353977,0.2465050301,0.4338489475,3977801079,False,1,0
CGIE3_ID_03,3d,spearman::interevent_time_mad_hours--temporal_burstiness,interevent_time_mad_hours,temporal_burstiness,eligible,non_overlapping,72,122,86,estimable,,-0.7783480353,0.7783480353,-1,300,-0.8400164864,-0.6809283104,0.159088176,0.1430160239,0.162952833,802933385,False,1,0
CGIE3_ID_03,3d,spearman::interevent_time_mad_hours--temporal_burstiness,interevent_time_mad_hours,temporal_burstiness,eligible,rolling_full,1,8760,6411,estimable,,-0.6501812247,0.6501812247,-1,300,-0.7335283775,-0.5456967515,0.1878316259,0.8973207033,0.9656062031,960257055,False,1,0
CGIE3_ID_03,3d,spearman::log10_cumulative_energy_joule--maximum_magnitude,log10_cumulative_energy_joule,maximum_magnitude,eligible,half_window_stride,36,244,235,estimable,,0.9869839116,0.9869839116,1,300,0.9795001027,0.9907265925,0.01122648978,0.595950415,0.5845756772,2304672968,False,1,0
CGIE3_ID_03,3d,spearman::log10_cumulative_energy_joule--maximum_magnitude,log10_cumulative_energy_joule,maximum_magnitude,eligible,non_overlapping,72,122,120,estimable,,0.9882666196,0.9882666196,1,300,0.9802409706,0.9910986666,0.010857696,0.2471061311,0.2062929098,975075779,False,1,0
CGIE3_ID_03,3d,spearman::log10_cumulative_energy_joule--maximum_magnitude,log10_cumulative_energy_joule,maximum_magnitude,eligible,rolling_full,1,8760,8366,estimable,,0.9857719933,0.9857719933,1,300,0.9784394724,0.9895287268,0.01108925438,0.9887866175,0.98777766,2145876707,False,1,0
CGIE3_ID_03,3d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,eligible,half_window_stride,36,244,203,estimable,,-0.6342518757,0.6342518757,-1,300,-0.7167285705,-0.5186712436,0.1980573269,0.595950415,0.1893465134,3887176580,False,1,0
CGIE3_ID_03,3d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,eligible,non_overlapping,72,122,104,estimable,,-0.6319265331,0.6319265331,-1,300,-0.7255740885,-0.5063386352,0.2192354533,0.2471061311,0.001092652372,922714537,False,1,0
CGIE3_ID_03,3d,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,eligible,rolling_full,1,8760,7429,estimable,,-0.6192985896,0.6192985896,-1,300,-0.6915223175,-0.5142884117,0.1772339058,0.9887866175,0.9583791977,909773841,False,1,0
CGIE3_ID_03,3d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,eligible,half_window_stride,36,244,176,estimable,,0.615943975,0.615943975,1,300,0.4981468663,0.7124809473,0.214334081,0.595950415,0.4338489475,1844271609,False,1,0
CGIE3_ID_03,3d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,eligible,non_overlapping,72,122,86,estimable,,0.5503750177,0.5503750177,1,300,0.4071421789,0.6516906527,0.2445484738,0.2471061311,0.162952833,3241351116,False,1,0
CGIE3_ID_03,3d,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,eligible,rolling_full,1,8760,6411,estimable,,0.6035365782,0.6035365782,1,300,0.488093721,0.6901680302,0.2020743092,0.9887866175,0.9656062031,2723160988,False,1,0
CGIE3_ID_03,3d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,eligible,half_window_stride,36,244,203,estimable,,-0.5923265507,0.5923265507,-1,300,-0.6707047344,-0.4809095255,0.1897952089,0.5845756772,0.1893465134,2839100883,False,1,0
CGIE3_ID_03,3d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,eligible,non_overlapping,72,122,104,estimable,,-0.5841945901,0.5841945901,-1,300,-0.6867252407,-0.46513168,0.2215935607,0.2062929098,0.001092652372,3771901358,False,1,0
CGIE3_ID_03,3d,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,eligible,rolling_full,1,8760,7429,estimable,,-0.5691115683,0.5691115683,-1,300,-0.6577167047,-0.4757123254,0.1820043793,0.98777766,0.9583791977,1398029862,False,1,0
CGIE3_ID_03,3d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,eligible,half_window_stride,36,244,176,estimable,,0.5685028856,0.5685028856,1,300,0.4322226802,0.6844392553,0.2522165751,0.5845756772,0.4338489475,1705754869,False,1,0
CGIE3_ID_03,3d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,eligible,non_overlapping,72,122,86,estimable,,0.4877192662,0.4877192662,1,300,0.3365230431,0.5937639612,0.2572409181,0.2062929098,0.162952833,1479686152,False,1,0
CGIE3_ID_03,3d,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,eligible,rolling_full,1,8760,6411,estimable,,0.5554651543,0.5554651543,1,300,0.4262502982,0.6557615391,0.2295112409,0.98777766,0.9656062031,1992014229,False,1,0
CGIE3_ID_03,3d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,candidate,half_window_stride,36,244,203,estimable,,0.2936141292,0.2936141292,1,300,0.1485496273,0.4363914714,0.2878418441,0.4530982453,0.4338499024,2813135551,False,1,0
CGIE3_ID_03,3d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,candidate,non_overlapping,72,122,104,estimable,,0.2830931265,0.2830931265,1,300,0.1259020088,0.4114691513,0.2855671425,0.1622728811,0.1969239809,3999462626,False,1,0
CGIE3_ID_03,3d,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,candidate,rolling_full,1,8760,7429,estimable,,0.3355845205,0.3355845205,1,300,0.1855126737,0.4561286773,0.2706160036,0.9844995421,0.9722844533,1171919782,False,1,0
CGIE3_ID_03,3d,spearman::median_interevent_time_hours--spatial_dispersion_km,median_interevent_time_hours,spatial_dispersion_km,candidate,half_window_stride,36,244,203,estimable,,0.3660734203,0.3660734203,1,300,0.2311057246,0.501226781,0.2701210564,0.1893465134,0.4338499024,4291628134,False,1,0
CGIE3_ID_03,3d,spearman::median_interevent_time_hours--spatial_dispersion_km,median_interevent_time_hours,spatial_dispersion_km,candidate,non_overlapping,72,122,104,estimable,,0.3470607063,0.3470607063,1,300,0.1636296911,0.5145320563,0.3509023651,0.001092652372,0.1969239809,2441974660,False,1,0
CGIE3_ID_03,3d,spearman::median_interevent_time_hours--spatial_dispersion_km,median_interevent_time_hours,spatial_dispersion_km,candidate,rolling_full,1,8760,7429,estimable,,0.3159157065,0.3159157065,1,300,0.1913630712,0.4395571067,0.2481940355,0.9583791977,0.9722844533,2311348477,False,1,0
CGIE3_ID_03,3d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,eligible,half_window_stride,36,244,176,estimable,,-0.8182592608,0.8182592608,-1,300,-0.8791884956,-0.725086958,0.1541015376,0.1893465134,0.4338489475,3980771547,False,1,0
CGIE3_ID_03,3d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,eligible,non_overlapping,72,122,86,estimable,,-0.8776357375,0.8776357375,-1,300,-0.9065441016,-0.8310756002,0.07546850136,0.001092652372,0.162952833,2518179549,False,1,0
CGIE3_ID_03,3d,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,eligible,rolling_full,1,8760,6411,estimable,,-0.8153786569,0.8153786569,-1,300,-0.8649169915,-0.739582245,0.1253347465,0.9583791977,0.9656062031,2455222021,False,1,0
CGIE3_ID_03,3d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,candidate,half_window_stride,36,244,176,estimable,,-0.3399875412,0.3399875412,-1,300,-0.5058438268,-0.1603721768,0.34547165,0.4338499024,0.4338489475,843917023,False,1,0
CGIE3_ID_03,3d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,candidate,non_overlapping,72,122,86,estimable,,-0.3744987971,0.3744987971,-1,300,-0.5377668684,-0.1927919295,0.3449749389,0.1969239809,0.162952833,2510698002,False,1,0
CGIE3_ID_03,3d,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,candidate,rolling_full,1,8760,6411,estimable,,-0.3260219094,0.3260219094,-1,300,-0.454070472,-0.1813778173,0.2726926547,0.9722844533,0.9656062031,1530755178,False,1,0
CGIE3_ID_03,7d,spearman::depth_mad_km--median_depth_km,depth_mad_km,median_depth_km,eligible,half_window_stride,84,105,104,estimable,,-0.3606844964,0.3606844964,-1,300,-0.5191383388,-0.1789111571,0.3402271817,0.1400975074,0.480047654,2880629033,False,1,0
CGIE3_ID_03,7d,spearman::depth_mad_km--median_depth_km,depth_mad_km,median_depth_km,eligible,non_overlapping,168,53,52,estimable,,-0.3795486183,0.3795486183,-1,300,-0.592493788,-0.1600586622,0.4324351258,-0.1911215666,0.1693900766,4159389358,False,1,0
CGIE3_ID_03,7d,spearman::depth_mad_km--median_depth_km,depth_mad_km,median_depth_km,eligible,rolling_full,1,8760,8676,estimable,,-0.364965898,0.364965898,-1,300,-0.5003116007,-0.2002656513,0.3000459494,0.9833793059,0.9939618396,4106086190,False,1,0
CGIE3_ID_03,7d,spearman::event_count--interevent_time_mad_hours,event_count,interevent_time_mad_hours,eligible,half_window_stride,84,105,104,estimable,,-0.6381592776,0.6381592776,-1,300,-0.8049592923,-0.4052352602,0.3997240321,0.6100432767,0.03473897336,3261329705,False,1,0
CGIE3_ID_03,7d,spearman::event_count--interevent_time_mad_hours,event_count,interevent_time_mad_hours,eligible,non_overlapping,168,53,52,estimable,,-0.7096145467,0.7096145467,-1,300,-0.8064159573,-0.5692708688,0.2371450886,0.1794062836,-0.1016503289,1489509424,False,1,0
CGIE3_ID_03,7d,spearman::event_count--interevent_time_mad_hours,event_count,interevent_time_mad_hours,eligible,rolling_full,1,8760,8676,estimable,,-0.688406885,0.688406885,-1,300,-0.7681332835,-0.593126454,0.1750068296,0.9995112049,0.9698050164,1886251345,False,1,0
CGIE3_ID_03,7d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,eligible,half_window_stride,84,105,104,estimable,,0.755011527,0.755011527,1,300,0.6194692107,0.829739778,0.2102705673,0.6100432767,0.5217584676,148653609,False,1,0
CGIE3_ID_03,7d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,eligible,non_overlapping,168,53,52,estimable,,0.7639567123,0.7639567123,1,300,0.6339112502,0.8528793977,0.2189681474,0.1794062836,0.05544061626,3096142829,False,1,0
CGIE3_ID_03,7d,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,eligible,rolling_full,1,8760,8719,estimable,,0.7666303704,0.7666303704,1,300,0.6948351937,0.8240390325,0.1292038388,0.9995112049,0.9944621502,150662671,False,1,0
CGIE3_ID_03,7d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,eligible,half_window_stride,84,105,104,estimable,,0.684602912,0.684602912,1,300,0.5422894836,0.7644664517,0.2221769682,0.6100432767,0.5037104416,3299486033,False,1,0
CGIE3_ID_03,7d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,eligible,non_overlapping,168,53,52,estimable,,0.7077448146,0.7077448146,1,300,0.5301726112,0.8115940014,0.2814213902,0.1794062836,0.08682642014,3968367927,False,1,0
CGIE3_ID_03,7d,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,eligible,rolling_full,1,8760,8719,estimable,,0.6896061577,0.6896061577,1,300,0.5879478994,0.7634011937,0.1754532942,0.9995112049,0.9934766805,2297259701,False,1,0
CGIE3_ID_03,7d,spearman::event_count--median_depth_km,event_count,median_depth_km,candidate,half_window_stride,84,105,104,estimable,,-0.2272980135,0.2272980135,-1,300,-0.4418306874,0.05313896274,0.4949696501,0.6100432767,0.480047654,710203972,False,1,0
CGIE3_ID_03,7d,spearman::event_count--median_depth_km,event_count,median_depth_km,candidate,non_overlapping,168,53,52,estimable,,-0.2506487663,0.2506487663,-1,300,-0.4432423319,0.01589183153,0.4591341634,0.1794062836,0.1693900766,2420645130,False,1,0
CGIE3_ID_03,7d,spearman::event_count--median_depth_km,event_count,median_depth_km,candidate,rolling_full,1,8760,8719,estimable,,-0.2208414768,0.2208414768,-1,300,-0.3804547066,-0.05343957842,0.3270151282,0.9995112049,0.9939618396,3228624626,False,1,0
CGIE3_ID_03,7d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,eligible,half_window_stride,84,105,104,estimable,,-0.8188461672,0.8188461672,-1,300,-0.8830426548,-0.6924532016,0.1905894532,0.6100432767,0.3435027579,3211710611,False,1,0
CGIE3_ID_03,7d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,eligible,non_overlapping,168,53,52,estimable,,-0.7853940548,0.7853940548,-1,300,-0.8765975116,-0.6864083757,0.1901891358,0.1794062836,-0.03145651691,2086661520,False,1,0
CGIE3_ID_03,7d,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,eligible,rolling_full,1,8760,8676,estimable,,-0.810951928,0.810951928,-1,300,-0.8673725564,-0.7297708684,0.137601688,0.9995112049,0.9793224747,3657645029,False,1,0
CGIE3_ID_03,7d,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,eligible,half_window_stride,84,105,102,estimable,,0.7050176892,0.7050176892,1,300,0.552932875,0.8169662442,0.2640333693,0.6100432767,0.3970907478,1395243806,False,1,0
CGIE3_ID_03,7d,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,eligible,non_overlapping,168,53,52,estimable,,0.6734577515,0.6734577515,1,300,0.426903907,0.7845003654,0.3575964585,0.1794062836,0.04436961895,3170529896,False,1,0
CGIE3_ID_03,7d,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,eligible,rolling_full,1,8760,8578,estimable,,0.7135910808,0.7135910808,1,300,0.601384588,0.7878081315,0.1864235435,0.9995112049,0.993065407,1225835081,False,1,0
CGIE3_ID_03,7d,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,interevent_time_mad_hours,log10_cumulative_energy_joule,candidate,half_window_stride,84,105,104,estimable,,-0.5363611874,0.5363611874,-1,300,-0.6591406155,-0.3736052215,0.2855353939,0.03473897336,0.5217584676,2377486394,False,1,0
CGIE3_ID_03,7d,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,interevent_time_mad_hours,log10_cumulative_energy_joule,candidate,non_overlapping,168,53,52,estimable,,-0.6219585076,0.6219585076,-1,300,-0.7117715016,-0.4823575776,0.2294139241,-0.1016503289,0.05544061626,1653817738,False,1,0
CGIE3_ID_03,7d,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,interevent_time_mad_hours,log10_cumulative_energy_joule,candidate,rolling_full,1,8760,8676,estimable,,-0.5874195081,0.5874195081,-1,300,-0.6712021021,-0.4801728656,0.1910292365,0.9698050164,0.9944621502,2912943784,False,1,0
CGIE3_ID_03,7d,spearman::interevent_time_mad_hours--maximum_magnitude,interevent_time_mad_hours,maximum_magnitude,eligible,half_window_stride,84,105,104,estimable,,-0.5071696683,0.5071696683,-1,300,-0.6184947594,-0.3521217471,0.2663730123,0.03473897336,0.5037104416,1327989747,False,1,0
CGIE3_ID_03,7d,spearman::interevent_time_mad_hours--maximum_magnitude,interevent_time_mad_hours,maximum_magnitude,eligible,non_overlapping,168,53,52,estimable,,-0.5992483619,0.5992483619,-1,300,-0.7196153918,-0.4067144087,0.3129009831,-0.1016503289,0.08682642014,3035589595,False,1,0
CGIE3_ID_03,7d,spearman::interevent_time_mad_hours--maximum_magnitude,interevent_time_mad_hours,maximum_magnitude,eligible,rolling_full,1,8760,8676,estimable,,-0.5469559863,0.5469559863,-1,300,-0.634297181,-0.4325971193,0.2017000617,0.9698050164,0.9934766805,1837473233,False,1,0
CGIE3_ID_03,7d,spearman::interevent_time_mad_hours--median_interevent_time_hours,interevent_time_mad_hours,median_interevent_time_hours,eligible,half_window_stride,84,105,104,estimable,,0.8513663097,0.8513663097,1,300,0.6853267455,0.9655597488,0.2802330034,0.03473897336,0.3435027579,101100853,False,1,0
CGIE3_ID_03,7d,spearman::interevent_time_mad_hours--median_interevent_time_hours,interevent_time_mad_hours,median_interevent_time_hours,eligible,non_overlapping,168,53,52,estimable,,0.9244429267,0.9244429267,1,300,0.8095348906,0.9848355082,0.1753006176,-0.1016503289,-0.03145651691,3511249663,False,1,0
CGIE3_ID_03,7d,spearman::interevent_time_mad_hours--median_interevent_time_hours,interevent_time_mad_hours,median_interevent_time_hours,eligible,rolling_full,1,8760,8676,estimable,,0.8876132627,0.8876132627,1,300,0.8244064251,0.9395088778,0.1151024527,0.9698050164,0.9793224747,1899498075,False,1,0
