experiment_id,relation_id,source_id,target_id,estimator_id,direction,status,estimability,strength,absolute_strength,sign,uncertainty,sample_count,persistence,window_id,timestamp_utc,p_value,non_estimable_reason
CGIE3_ID_02,spearman::event_count--interevent_time_mad_hours,event_count,interevent_time_mad_hours,spearman,undirected,candidate,estimable,-0.688406885,0.688406885,-1,,8676,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::event_count--log10_cumulative_energy_joule,event_count,log10_cumulative_energy_joule,spearman,undirected,candidate,estimable,0.7666303704,0.7666303704,1,,8719,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::event_count--maximum_magnitude,event_count,maximum_magnitude,spearman,undirected,candidate,estimable,0.6896061577,0.6896061577,1,,8719,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::event_count--median_depth_km,event_count,median_depth_km,spearman,undirected,candidate,estimable,-0.2208414768,0.2208414768,-1,,8719,,7d,2025-12-31T23:00:00+00:00,8.756114056e-97,
CGIE3_ID_02,spearman::event_count--median_interevent_time_hours,event_count,median_interevent_time_hours,spearman,undirected,candidate,estimable,-0.810951928,0.810951928,-1,,8676,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::event_count--spatial_dispersion_km,event_count,spatial_dispersion_km,spearman,undirected,candidate,estimable,-0.1930917567,0.1930917567,-1,,8676,,7d,2025-12-31T23:00:00+00:00,1.192848623e-73,
CGIE3_ID_02,spearman::event_count--temporal_burstiness,event_count,temporal_burstiness,spearman,undirected,candidate,estimable,0.7135910808,0.7135910808,1,,8578,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::interevent_time_mad_hours--log10_cumulative_energy_joule,interevent_time_mad_hours,log10_cumulative_energy_joule,spearman,undirected,candidate,estimable,-0.5874195081,0.5874195081,-1,,8676,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::interevent_time_mad_hours--maximum_magnitude,interevent_time_mad_hours,maximum_magnitude,spearman,undirected,candidate,estimable,-0.5469559863,0.5469559863,-1,,8676,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::interevent_time_mad_hours--median_depth_km,interevent_time_mad_hours,median_depth_km,spearman,undirected,candidate,estimable,0.2304789364,0.2304789364,1,,8676,,7d,2025-12-31T23:00:00+00:00,5.746379569e-105,
CGIE3_ID_02,spearman::interevent_time_mad_hours--median_interevent_time_hours,interevent_time_mad_hours,median_interevent_time_hours,spearman,undirected,candidate,estimable,0.8876132627,0.8876132627,1,,8676,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::interevent_time_mad_hours--spatial_dispersion_km,interevent_time_mad_hours,spatial_dispersion_km,spearman,undirected,candidate,estimable,0.3415741573,0.3415741573,1,,8676,,7d,2025-12-31T23:00:00+00:00,5.34719872e-236,
CGIE3_ID_02,spearman::interevent_time_mad_hours--temporal_burstiness,interevent_time_mad_hours,temporal_burstiness,spearman,undirected,candidate,estimable,-0.8309718002,0.8309718002,-1,,8578,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::log10_cumulative_energy_joule--maximum_magnitude,log10_cumulative_energy_joule,maximum_magnitude,spearman,undirected,candidate,estimable,0.9820847483,0.9820847483,1,,8719,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::log10_cumulative_energy_joule--median_depth_km,log10_cumulative_energy_joule,median_depth_km,spearman,undirected,candidate,estimable,-0.09473438297,0.09473438297,-1,,8719,,7d,2025-12-31T23:00:00+00:00,7.681251372e-19,
CGIE3_ID_02,spearman::log10_cumulative_energy_joule--median_interevent_time_hours,log10_cumulative_energy_joule,median_interevent_time_hours,spearman,undirected,candidate,estimable,-0.6690150291,0.6690150291,-1,,8676,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::log10_cumulative_energy_joule--spatial_dispersion_km,log10_cumulative_energy_joule,spatial_dispersion_km,spearman,undirected,candidate,estimable,-0.1414743203,0.1414743203,-1,,8676,,7d,2025-12-31T23:00:00+00:00,4.993619682e-40,
CGIE3_ID_02,spearman::log10_cumulative_energy_joule--temporal_burstiness,log10_cumulative_energy_joule,temporal_burstiness,spearman,undirected,candidate,estimable,0.6071523526,0.6071523526,1,,8578,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::maximum_magnitude--median_depth_km,maximum_magnitude,median_depth_km,spearman,undirected,candidate,estimable,-0.07801694009,0.07801694009,-1,,8719,,7d,2025-12-31T23:00:00+00:00,2.987626246e-13,
CGIE3_ID_02,spearman::maximum_magnitude--median_interevent_time_hours,maximum_magnitude,median_interevent_time_hours,spearman,undirected,candidate,estimable,-0.6068095001,0.6068095001,-1,,8676,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::maximum_magnitude--spatial_dispersion_km,maximum_magnitude,spatial_dispersion_km,spearman,undirected,candidate,estimable,-0.1274175176,0.1274175176,-1,,8676,,7d,2025-12-31T23:00:00+00:00,9.863667645e-33,
CGIE3_ID_02,spearman::maximum_magnitude--temporal_burstiness,maximum_magnitude,temporal_burstiness,spearman,undirected,candidate,estimable,0.55085097,0.55085097,1,,8578,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::median_depth_km--median_interevent_time_hours,median_depth_km,median_interevent_time_hours,spearman,undirected,candidate,estimable,0.2680461562,0.2680461562,1,,8676,,7d,2025-12-31T23:00:00+00:00,1.165510583e-142,
CGIE3_ID_02,spearman::median_depth_km--spatial_dispersion_km,median_depth_km,spatial_dispersion_km,spearman,undirected,candidate,estimable,0.5172865986,0.5172865986,1,,8676,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::median_depth_km--temporal_burstiness,median_depth_km,temporal_burstiness,spearman,undirected,candidate,estimable,-0.1824858294,0.1824858294,-1,,8578,,7d,2025-12-31T23:00:00+00:00,3.994028491e-65,
CGIE3_ID_02,spearman::median_interevent_time_hours--spatial_dispersion_km,median_interevent_time_hours,spatial_dispersion_km,spearman,undirected,candidate,estimable,0.3727351704,0.3727351704,1,,8676,,7d,2025-12-31T23:00:00+00:00,4.164906693e-284,
CGIE3_ID_02,spearman::median_interevent_time_hours--temporal_burstiness,median_interevent_time_hours,temporal_burstiness,spearman,undirected,candidate,estimable,-0.8975932607,0.8975932607,-1,,8578,,7d,2025-12-31T23:00:00+00:00,0,
CGIE3_ID_02,spearman::spatial_dispersion_km--temporal_burstiness,spatial_dispersion_km,temporal_burstiness,spearman,undirected,candidate,estimable,-0.3687397992,0.3687397992,-1,,8578,,7d,2025-12-31T23:00:00+00:00,1.606579826e-274,
